# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database may not 
# have received Director's approval.  Any such data values are qualified as provisional and 
# are subject to revision.  Provisional data are released on the condition that neither the 
# USGS nor the United States Government may be held liable for any damages resulting from its use.
#  Go to http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2022-01-06 16:17:13 -05:00	(natwebcaas01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 13206000 BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID
# -----------------------------------------------------------------------------------
#
# TS_ID - An internal number representing a time series.
#
# Data provided for site 13206000
#    TS_ID       Parameter Description
#    47581       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
#
agency_cd	site_no	datetime	tz_cd	47581_00060	47581_00060_cd
USGS	13206000	2022-01-04 19:45	MST	226	P
USGS	13206000	2022-01-04 20:00	MST	228	P
USGS	13206000	2022-01-04 20:15	MST	226	P
USGS	13206000	2022-01-04 20:30	MST	226	P
USGS	13206000	2022-01-04 20:45	MST	226	P
USGS	13206000	2022-01-04 21:00	MST	223	P
USGS	13206000	2022-01-04 21:15	MST	226	P
USGS	13206000	2022-01-04 21:30	MST	226	P
USGS	13206000	2022-01-04 21:45	MST	226	P
USGS	13206000	2022-01-04 22:00	MST	226	P
USGS	13206000	2022-01-04 22:15	MST	226	P
USGS	13206000	2022-01-04 22:30	MST	226	P
USGS	13206000	2022-01-04 22:45	MST	226	P
USGS	13206000	2022-01-04 23:00	MST	226	P
USGS	13206000	2022-01-04 23:15	MST	226	P
USGS	13206000	2022-01-04 23:30	MST	226	P
USGS	13206000	2022-01-04 23:45	MST	226	P
USGS	13206000	2022-01-05 00:00	MST	226	P
USGS	13206000	2022-01-05 00:15	MST	228	P
USGS	13206000	2022-01-05 00:30	MST	226	P
USGS	13206000	2022-01-05 00:45	MST	228	P
USGS	13206000	2022-01-05 01:00	MST	228	P
USGS	13206000	2022-01-05 01:15	MST	228	P
USGS	13206000	2022-01-05 01:30	MST	231	P
USGS	13206000	2022-01-05 01:45	MST	231	P
USGS	13206000	2022-01-05 02:00	MST	231	P
USGS	13206000	2022-01-05 02:15	MST	234	P
USGS	13206000	2022-01-05 02:30	MST	234	P
USGS	13206000	2022-01-05 02:45	MST	237	P
USGS	13206000	2022-01-05 03:00	MST	243	P
USGS	13206000	2022-01-05 03:15	MST	243	P
USGS	13206000	2022-01-05 03:30	MST	246	P
USGS	13206000	2022-01-05 03:45	MST	249	P
USGS	13206000	2022-01-05 04:00	MST	252	P
USGS	13206000	2022-01-05 04:15	MST	255	P
USGS	13206000	2022-01-05 04:30	MST	255	P
USGS	13206000	2022-01-05 04:45	MST	258	P
USGS	13206000	2022-01-05 05:00	MST	258	P
USGS	13206000	2022-01-05 05:15	MST	258	P
USGS	13206000	2022-01-05 05:30	MST	258	P
USGS	13206000	2022-01-05 05:45	MST	261	P
USGS	13206000	2022-01-05 06:00	MST	258	P
USGS	13206000	2022-01-05 06:15	MST	258	P
USGS	13206000	2022-01-05 06:30	MST	258	P
USGS	13206000	2022-01-05 06:45	MST	258	P
USGS	13206000	2022-01-05 07:00	MST	255	P
USGS	13206000	2022-01-05 07:15	MST	255	P
USGS	13206000	2022-01-05 07:30	MST	258	P
USGS	13206000	2022-01-05 07:45	MST	255	P
USGS	13206000	2022-01-05 08:00	MST	255	P
USGS	13206000	2022-01-05 08:15	MST	255	P
USGS	13206000	2022-01-05 08:30	MST	252	P
USGS	13206000	2022-01-05 08:45	MST	252	P
USGS	13206000	2022-01-05 09:00	MST	252	P
USGS	13206000	2022-01-05 09:15	MST	252	P
USGS	13206000	2022-01-05 09:30	MST	252	P
USGS	13206000	2022-01-05 09:45	MST	249	P
USGS	13206000	2022-01-05 10:00	MST	252	P
USGS	13206000	2022-01-05 10:15	MST	252	P
USGS	13206000	2022-01-05 10:30	MST	249	P
USGS	13206000	2022-01-05 10:45	MST	246	P
USGS	13206000	2022-01-05 11:00	MST	246	P
USGS	13206000	2022-01-05 11:15	MST	246	P
USGS	13206000	2022-01-05 11:30	MST	249	P
USGS	13206000	2022-01-05 11:45	MST	246	P
USGS	13206000	2022-01-05 12:00	MST	249	P
USGS	13206000	2022-01-05 12:15	MST	249	P
USGS	13206000	2022-01-05 12:30	MST	249	P
USGS	13206000	2022-01-05 12:45	MST	249	P
USGS	13206000	2022-01-05 13:00	MST	249	P
USGS	13206000	2022-01-05 13:15	MST	249	P
USGS	13206000	2022-01-05 13:30	MST	249	P
USGS	13206000	2022-01-05 13:45	MST	252	P
USGS	13206000	2022-01-05 14:00	MST	249	P
USGS	13206000	2022-01-05 14:15	MST	252	P
USGS	13206000	2022-01-05 14:30	MST	252	P
USGS	13206000	2022-01-05 14:45	MST	249	P
USGS	13206000	2022-01-05 15:00	MST	252	P
USGS	13206000	2022-01-05 15:15	MST	249	P
USGS	13206000	2022-01-05 15:30	MST	252	P
USGS	13206000	2022-01-05 15:45	MST	249	P
USGS	13206000	2022-01-05 16:00	MST	252	P
USGS	13206000	2022-01-05 16:15	MST	252	P
USGS	13206000	2022-01-05 16:30	MST	249	P
USGS	13206000	2022-01-05 16:45	MST	252	P
USGS	13206000	2022-01-05 17:00	MST	249	P
USGS	13206000	2022-01-05 17:15	MST	249	P
USGS	13206000	2022-01-05 17:30	MST	249	P
USGS	13206000	2022-01-05 17:45	MST	249	P
USGS	13206000	2022-01-05 18:00	MST	246	P
USGS	13206000	2022-01-05 18:15	MST	246	P
USGS	13206000	2022-01-05 18:30	MST	246	P
USGS	13206000	2022-01-05 18:45	MST	243	P
USGS	13206000	2022-01-05 19:00	MST	246	P
USGS	13206000	2022-01-05 19:15	MST	243	P
USGS	13206000	2022-01-05 19:30	MST	243	P
USGS	13206000	2022-01-05 19:45	MST	243	P
USGS	13206000	2022-01-05 20:00	MST	243	P
USGS	13206000	2022-01-05 20:15	MST	243	P
USGS	13206000	2022-01-05 20:30	MST	240	P
USGS	13206000	2022-01-05 20:45	MST	240	P
USGS	13206000	2022-01-05 21:00	MST	240	P
USGS	13206000	2022-01-05 21:15	MST	240	P
USGS	13206000	2022-01-05 21:30	MST	240	P
USGS	13206000	2022-01-05 21:45	MST	240	P
USGS	13206000	2022-01-05 22:00	MST	240	P
USGS	13206000	2022-01-05 22:15	MST	240	P
USGS	13206000	2022-01-05 22:30	MST	240	P
USGS	13206000	2022-01-05 22:45	MST	240	P
USGS	13206000	2022-01-05 23:00	MST	240	P
USGS	13206000	2022-01-05 23:15	MST	240	P
USGS	13206000	2022-01-05 23:30	MST	240	P
USGS	13206000	2022-01-05 23:45	MST	240	P
USGS	13206000	2022-01-06 00:00	MST	240	P
USGS	13206000	2022-01-06 00:15	MST	240	P
USGS	13206000	2022-01-06 00:30	MST	240	P
USGS	13206000	2022-01-06 00:45	MST	237	P
USGS	13206000	2022-01-06 01:00	MST	240	P
USGS	13206000	2022-01-06 01:15	MST	237	P
USGS	13206000	2022-01-06 01:30	MST	240	P
USGS	13206000	2022-01-06 01:45	MST	240	P
USGS	13206000	2022-01-06 02:00	MST	240	P
USGS	13206000	2022-01-06 02:15	MST	237	P
USGS	13206000	2022-01-06 02:30	MST	240	P
USGS	13206000	2022-01-06 02:45	MST	237	P
USGS	13206000	2022-01-06 03:00	MST	237	P
USGS	13206000	2022-01-06 03:15	MST	237	P
USGS	13206000	2022-01-06 03:30	MST	237	P
USGS	13206000	2022-01-06 03:45	MST	237	P
USGS	13206000	2022-01-06 04:00	MST	237	P
USGS	13206000	2022-01-06 04:15	MST	237	P
USGS	13206000	2022-01-06 04:30	MST	234	P
USGS	13206000	2022-01-06 04:45	MST	234	P
USGS	13206000	2022-01-06 05:00	MST	234	P
USGS	13206000	2022-01-06 05:15	MST	234	P
USGS	13206000	2022-01-06 05:30	MST	234	P
USGS	13206000	2022-01-06 05:45	MST	234	P
USGS	13206000	2022-01-06 06:00	MST	234	P
USGS	13206000	2022-01-06 06:15	MST	234	P
USGS	13206000	2022-01-06 06:30	MST	234	P
USGS	13206000	2022-01-06 06:45	MST	234	P
USGS	13206000	2022-01-06 07:00	MST	234	P
USGS	13206000	2022-01-06 07:15	MST	231	P
USGS	13206000	2022-01-06 07:30	MST	231	P
USGS	13206000	2022-01-06 07:45	MST	234	P
USGS	13206000	2022-01-06 08:00	MST	231	P
USGS	13206000	2022-01-06 08:15	MST	231	P
USGS	13206000	2022-01-06 08:30	MST	234	P
USGS	13206000	2022-01-06 08:45	MST	234	P
USGS	13206000	2022-01-06 09:00	MST	234	P
USGS	13206000	2022-01-06 09:15	MST	234	P
USGS	13206000	2022-01-06 09:30	MST	234	P
USGS	13206000	2022-01-06 09:45	MST	234	P
USGS	13206000	2022-01-06 10:00	MST	234	P
USGS	13206000	2022-01-06 10:15	MST	234	P
USGS	13206000	2022-01-06 10:30	MST	234	P
USGS	13206000	2022-01-06 10:45	MST	234	P
USGS	13206000	2022-01-06 11:00	MST	234	P
USGS	13206000	2022-01-06 11:15	MST	234	P
USGS	13206000	2022-01-06 11:30	MST	237	P
USGS	13206000	2022-01-06 11:45	MST	237	P
USGS	13206000	2022-01-06 12:00	MST	237	P
USGS	13206000	2022-01-06 12:15	MST	237	P
USGS	13206000	2022-01-06 12:30	MST	237	P
USGS	13206000	2022-01-06 12:45	MST	237	P
USGS	13206000	2022-01-06 13:00	MST	237	P
USGS	13206000	2022-01-06 13:15	MST	237	P
USGS	13206000	2022-01-06 13:30	MST	237	P
USGS	13206000	2022-01-06 13:45	MST	240	P
